age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
26,Unmarried,4,35,$25 - $49,17.6,Standard,College degree,1,0,1,2,f,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
47,Married,12,112,$75+,55.900000000000006,Luxury,Post-undergraduate degree,20,0,3,5,m,2,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
34,Unmarried,10,39,$25 - $49,19.6,Standard,High school degree,11,0,2,3,f,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1
33,Married,13,20,Under $25,9.8,Economy,Some college,5,0,2,3,f,4,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
41,Married,16,24,Under $25,12.1,Economy,High school degree,3,0,1,4,m,2,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
46,Married,2,146,$75+,73.60000000000001,Luxury,High school degree,24,0,3,2,f,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
66,Married,43,12,Under $25,5.9,Economy,College degree,6,1,2,1,m,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
37,Unmarried,4,25,$25 - $49,12.7,Economy,Did not complete high school,5,0,2,5,f,3,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
53,Married,16,36,$25 - $49,18.2,Standard,High school degree,3,0,1,4,m,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
35,Unmarried,0,40,$25 - $49,19.5,Standard,High school degree,9,0,2,5,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
63,Unmarried,12,28,$25 - $49,13.7,Economy,Did not complete high school,5,0,2,2,m,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0
36,Unmarried,2,33,$25 - $49,16.6,Standard,Some college,15,0,3,3,f,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1
57,Unmarried,27,30,$25 - $49,15.1,Standard,High school degree,6,0,2,3,m,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0
54,Married,6,40,$25 - $49,18.5,Standard,Did not complete high school,8,0,2,1,f,4,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1
36,Married,5,54,$50 - $74,26.6,Standard,High school degree,1,0,1,4,f,3,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1
21,Unmarried,0,38,$25 - $49,18.8,Standard,High school degree,3,0,1,1,m,2,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1
51,Unmarried,14,112,$75+,57.3,Luxury,Did not complete high school,26,0,3,4,m,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
51,Married,22,291,$75+,77.9,Luxury,Did not complete high school,32,0,3,4,f,2,0,0,0,0,NA,0,0,1,1,1,0,0,0,0,1
54,Married,13,24,Under $25,12.1,Economy,Did not complete high school,6,0,2,3,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
48,Unmarried,13,62,$50 - $74,31.200000000000003,Luxury,Some college,6,0,2,2,f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,Married,16,239,$75+,85.5,Luxury,Some college,18,0,3,5,f,6,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
48,Unmarried,26,83,$75+,41.1,Luxury,Did not complete high school,28,0,3,2,m,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
61,Married,14,178,$75+,89,Luxury,College degree,36,0,3,4,f,2,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0
29,Married,0,33,$25 - $49,16.8,Standard,Post-undergraduate degree,1,0,1,2,m,2,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1
33,Married,10,26,$25 - $49,12.7,Economy,Did not complete high school,9,0,2,4,f,4,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
68,Married,37,270,$75+,64.2,Luxury,High school degree,47,0,3,5,m,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
21,Married,1,17,Under $25,8.5,Economy,High school degree,3,0,1,2,m,3,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
31,Unmarried,9,32,$25 - $49,15.9,Standard,Did not complete high school,1,0,1,1,f,3,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
49,Married,27,75,$75+,38.1,Luxury,Did not complete high school,20,0,3,5,m,2,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1
27,Married,4,18,Under $25,8.9,Economy,Did not complete high school,0,0,1,2,f,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
49,Unmarried,21,52,$50 - $74,26.1,Standard,Did not complete high school,15,0,3,5,f,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1
50,Married,2,75,$75+,37.9,Luxury,High school degree,8,0,2,4,f,2,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0
37,Married,8,93,$75+,45.2,Luxury,Post-undergraduate degree,3,0,1,4,m,2,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
26,Married,7,34,$25 - $49,17,Standard,Some college,1,0,1,2,f,5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
46,Married,8,53,$50 - $74,26.9,Standard,Some college,4,0,1,2,m,2,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1
30,Unmarried,1,27,$25 - $49,13.4,Economy,High school degree,4,0,1,3,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
33,Unmarried,10,65,$50 - $74,32.7,Luxury,High school degree,9,0,2,1,f,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1
39,Unmarried,16,60,$50 - $74,30.3,Luxury,High school degree,4,0,1,2,f,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1
52,Married,21,103,$75+,52.6,Luxury,Some college,19,0,3,5,f,3,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
43,Married,3,137,$75+,69.4,Luxury,College degree,15,0,3,5,f,5,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
62,Married,24,191,$75+,95,Luxury,Post-undergraduate degree,32,0,3,4,f,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
42,Unmarried,23,46,$25 - $49,23.700000000000003,Standard,High school degree,1,0,1,3,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
52,Married,9,53,$50 - $74,27.5,Standard,Did not complete high school,14,0,2,3,f,2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
58,Married,39,122,$75+,61,Luxury,High school degree,26,0,3,4,f,5,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1
45,Married,11,61,$50 - $74,30.5,Luxury,College degree,0,0,1,2,f,5,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
43,Unmarried,16,68,$50 - $74,33.800000000000004,Luxury,Some college,15,0,3,3,f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
32,Unmarried,3,48,$25 - $49,23.9,Standard,Post-undergraduate degree,0,0,1,1,f,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
27,Unmarried,2,36,$25 - $49,17.8,Standard,Some college,2,0,1,5,f,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
36,Unmarried,0,44,$25 - $49,21.9,Standard,Post-undergraduate degree,3,0,1,1,m,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
44,Married,22,157,$75+,79,Luxury,College degree,16,0,3,4,f,2,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1
37,Unmarried,18,63,$50 - $74,31.5,Luxury,Did not complete high school,18,0,3,3,f,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
41,Married,18,41,$25 - $49,19.6,Standard,High school degree,3,0,1,4,f,3,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
44,Unmarried,24,70,$50 - $74,34.300000000000004,Luxury,High school degree,5,0,2,5,f,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
50,Unmarried,18,34,$25 - $49,17.400000000000002,Standard,College degree,13,0,2,4,m,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
44,Unmarried,8,49,$25 - $49,23.8,Standard,High school degree,4,0,1,1,f,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
30,Married,8,41,$25 - $49,19.3,Standard,High school degree,11,0,2,3,f,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
58,Married,6,267,$75+,65.2,Luxury,Post-undergraduate degree,28,0,3,4,f,2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
36,Married,3,58,$50 - $74,29.4,Standard,Some college,7,0,2,2,f,5,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1
44,Married,2,126,$75+,62.6,Luxury,Some college,22,0,3,5,m,3,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1
32,Married,1,29,$25 - $49,14.4,Economy,Did not complete high school,3,0,1,1,f,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
30,Unmarried,2,42,$25 - $49,21.5,Standard,Post-undergraduate degree,0,0,1,3,m,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
65,Unmarried,25,9,Under $25,4.4,Economy,Some college,2,1,1,3,m,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
37,Unmarried,16,62,$50 - $74,31,Luxury,Some college,8,0,2,4,f,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1
44,Unmarried,16,86,$75+,43.400000000000006,Luxury,Post-undergraduate degree,0,0,1,2,m,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
51,Married,26,46,$25 - $49,23.5,Standard,High school degree,13,0,2,4,m,4,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1
43,Married,12,52,$50 - $74,25.3,Standard,High school degree,5,0,2,5,f,4,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0
47,Married,0,80,$75+,39.7,Luxury,High school degree,25,0,3,2,f,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
53,Unmarried,21,82,$75+,41.7,Luxury,High school degree,17,0,3,3,f,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1
56,Unmarried,14,64,$50 - $74,32,Luxury,Did not complete high school,20,0,3,4,f,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
65,Married,26,10,Under $25,4.9,Economy,Did not complete high school,14,1,2,5,m,2,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
45,Unmarried,5,89,$75+,44.900000000000006,Luxury,Some college,20,0,3,1,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
43,Unmarried,12,42,$25 - $49,20.8,Standard,College degree,3,0,1,2,m,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
43,Married,4,58,$50 - $74,28.4,Standard,Post-undergraduate degree,5,0,2,3,m,4,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1
57,Married,15,240,$75+,74.6,Luxury,Some college,35,1,3,3,m,4,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
44,Married,10,30,$25 - $49,14.2,Economy,High school degree,11,0,2,3,m,6,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
58,Married,14,32,$25 - $49,15.5,Standard,High school degree,3,0,1,1,m,2,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
36,Married,9,77,$75+,38,Luxury,High school degree,10,0,2,4,f,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
57,Married,35,189,$75+,95,Luxury,Did not complete high school,23,0,3,3,m,2,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1
41,Married,3,151,$75+,75.60000000000001,Luxury,High school degree,20,0,3,5,m,3,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1
68,Unmarried,39,188,$75+,94.7,Luxury,Did not complete high school,34,0,3,3,f,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
46,Married,26,68,$50 - $74,34.300000000000004,Luxury,College degree,1,0,1,4,m,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
40,Married,16,41,$25 - $49,20.9,Standard,High school degree,9,0,2,3,f,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
19,Unmarried,0,26,$25 - $49,13.2,Economy,High school degree,0,0,1,1,m,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
40,Unmarried,10,71,$50 - $74,35.800000000000004,Luxury,Did not complete high school,19,0,3,4,f,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1
34,Married,7,28,$25 - $49,14.5,Economy,College degree,1,0,1,1,f,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
27,Unmarried,0,16,Under $25,7.800000000000001,Economy,Did not complete high school,4,0,1,1,m,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
56,Unmarried,20,54,$50 - $74,27,Standard,High school degree,16,0,3,3,m,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
30,Unmarried,6,20,Under $25,10.1,Economy,High school degree,5,0,2,2,m,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
40,Unmarried,19,37,$25 - $49,18.2,Standard,College degree,2,0,1,4,m,3,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1
53,Married,25,21,Under $25,10.2,Economy,Did not complete high school,3,0,1,3,m,2,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1
58,Married,22,88,$75+,43.400000000000006,Luxury,High school degree,28,0,3,5,m,5,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
20,Unmarried,1,21,Under $25,10.7,Economy,High school degree,0,0,1,1,m,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
53,Unmarried,21,60,$50 - $74,30.5,Luxury,High school degree,23,0,3,3,f,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1
54,Unmarried,29,160,$75+,79.2,Luxury,Some college,25,0,3,2,f,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
54,Unmarried,11,55,$50 - $74,28.6,Standard,Post-undergraduate degree,23,0,3,4,f,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1
39,Unmarried,1,228,$75+,74.4,Luxury,College degree,16,0,3,5,m,1,0,0,0,0,NA,0,1,1,1,1,0,0,0,1,1
59,Unmarried,37,11,Under $25,5.4,Economy,Did not complete high school,18,1,3,2,m,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
66,Married,10,19,Under $25,9.5,Economy,High school degree,4,0,1,2,f,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
28,Married,3,25,$25 - $49,12.3,Economy,College degree,2,0,1,3,m,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
29,Married,6,18,Under $25,8.9,Economy,Did not complete high school,1,0,1,2,f,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
26,Unmarried,3,24,Under $25,12.1,Economy,High school degree,0,0,1,2,m,4,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0
54,Married,13,152,$75+,74.4,Luxury,High school degree,25,0,3,3,f,6,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
31,Married,10,45,$25 - $49,22.6,Standard,Did not complete high school,10,0,2,3,m,2,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1
65,Married,28,282,$75+,81.2,Luxury,Did not complete high school,39,0,3,3,m,5,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1
21,Unmarried,2,20,Under $25,9.8,Economy,Did not complete high school,2,0,1,2,f,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
31,Married,6,44,$25 - $49,21.5,Standard,Some college,6,0,2,4,f,4,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
36,Married,5,68,$50 - $74,34.5,Luxury,College degree,1,0,1,1,m,2,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
37,Married,18,45,$25 - $49,22.4,Standard,College degree,3,0,1,5,f,2,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
34,Married,1,30,$25 - $49,14.6,Economy,Some college,2,0,1,2,f,2,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1
48,Unmarried,8,86,$75+,42.2,Luxury,High school degree,15,0,3,2,m,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1
24,Unmarried,4,31,$25 - $49,15.1,Standard,Some college,2,0,1,3,f,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
46,Unmarried,10,205,$75+,68.1,Luxury,College degree,20,0,3,3,f,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1
33,Married,4,45,$25 - $49,21.9,Standard,High school degree,12,0,2,4,m,4,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
34,Unmarried,3,41,$25 - $49,20.9,Standard,College degree,4,0,1,4,m,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
52,Married,25,34,$25 - $49,17.1,Standard,Some college,9,0,2,1,f,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1
33,Unmarried,0,31,$25 - $49,15.5,Standard,Did not complete high school,8,0,2,4,f,4,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
32,Married,8,45,$25 - $49,22.3,Standard,Some college,6,0,2,1,f,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
36,Married,8,71,$50 - $74,36.1,Luxury,High school degree,7,0,2,4,f,2,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1
55,Unmarried,18,18,Under $25,8.9,Economy,Some college,25,1,3,4,m,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
48,Unmarried,12,123,$75+,60.8,Luxury,Some college,0,0,1,1,m,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
27,Married,8,20,Under $25,10.2,Economy,Did not complete high school,3,0,1,1,m,7,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
69,Married,0,24,Under $25,12.2,Economy,Did not complete high school,20,1,3,1,m,3,0,0,0,0,NA,1,0,1,1,1,0,0,0,1,1
41,Unmarried,9,226,$75+,70.8,Luxury,High school degree,19,0,3,4,f,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
37,Married,8,22,Under $25,10.8,Economy,College degree,3,0,1,2,f,3,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
39,Married,13,40,$25 - $49,19.200000000000003,Standard,College degree,2,0,1,3,f,5,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
31,Unmarried,9,60,$50 - $74,29.200000000000003,Standard,Some college,10,0,2,4,m,3,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
50,Unmarried,21,145,$75+,73.10000000000001,Luxury,Some college,25,0,3,3,f,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
67,Unmarried,38,10,Under $25,4.800000000000001,Economy,Did not complete high school,27,1,3,4,f,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
48,Married,19,36,$25 - $49,18.5,Standard,Did not complete high school,8,0,2,2,m,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
42,Married,22,51,$50 - $74,24.9,Standard,Some college,13,0,2,4,f,4,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1
19,Unmarried,0,26,$25 - $49,12.7,Economy,High school degree,0,0,1,1,f,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
39,Married,4,37,$25 - $49,18.2,Standard,Did not complete high school,3,0,1,1,f,3,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1
55,Unmarried,17,57,$50 - $74,27.3,Standard,College degree,7,0,2,3,f,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
29,Married,4,86,$75+,43.5,Luxury,College degree,0,0,1,1,f,6,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1
48,Married,3,33,$25 - $49,16.8,Standard,Did not complete high school,11,0,2,4,f,2,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0
36,Unmarried,15,44,$25 - $49,22.700000000000003,Standard,High school degree,13,0,2,1,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
27,Married,4,14,Under $25,6.800000000000001,Economy,Post-undergraduate degree,0,0,1,2,f,3,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1
45,Unmarried,24,118,$75+,58.3,Luxury,Post-undergraduate degree,7,0,2,5,f,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1
39,Unmarried,18,102,$75+,50,Luxury,Some college,17,0,3,4,m,2,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
49,Unmarried,0,43,$25 - $49,20.5,Standard,Some college,2,0,1,2,f,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
36,Unmarried,17,87,$75+,43.2,Luxury,Some college,12,0,2,2,m,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
47,Unmarried,13,40,$25 - $49,19.6,Standard,Some college,12,0,2,4,m,4,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1
62,Unmarried,6,45,$25 - $49,22.700000000000003,Standard,Post-undergraduate degree,11,1,2,3,m,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1
31,Married,1,23,Under $25,11.1,Economy,Did not complete high school,10,0,2,4,m,4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
35,Unmarried,15,43,$25 - $49,21.5,Standard,College degree,5,0,2,1,f,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
28,Married,8,15,Under $25,7.5,Economy,Some college,3,0,1,2,f,5,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
38,Married,0,25,$25 - $49,12.5,Economy,Did not complete high school,10,0,2,5,f,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
21,Unmarried,2,12,Under $25,5.800000000000001,Economy,Some college,0,0,1,1,m,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1
40,Unmarried,7,52,$50 - $74,26.6,Standard,Did not complete high school,14,0,2,1,f,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
26,Married,4,23,Under $25,11.1,Economy,Post-undergraduate degree,0,0,1,1,m,5,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1
34,Unmarried,5,46,$25 - $49,22.200000000000003,Standard,High school degree,10,0,2,5,m,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1
24,Married,1,27,$25 - $49,13.8,Economy,High school degree,5,0,2,4,m,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
36,Unmarried,11,36,$25 - $49,18.1,Standard,College degree,10,0,2,4,f,3,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1
44,Unmarried,12,30,$25 - $49,15.2,Standard,College degree,11,0,2,1,f,4,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
40,Married,15,76,$75+,38.900000000000006,Luxury,High school degree,13,0,2,4,m,2,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
61,Married,29,14,Under $25,7.1000000000000005,Economy,Some college,10,1,2,4,m,2,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1
52,Unmarried,14,241,$75+,76.7,Luxury,Did not complete high school,36,0,3,5,m,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
67,Married,1,205,$75+,76.5,Luxury,High school degree,37,0,3,5,m,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
50,Married,12,71,$50 - $74,36.4,Luxury,College degree,18,0,3,5,m,4,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
37,Unmarried,11,32,$25 - $49,15.9,Standard,High school degree,11,0,2,3,m,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
72,Married,36,51,$50 - $74,25.8,Standard,Some college,33,1,3,5,m,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
27,Unmarried,5,74,$50 - $74,37.1,Luxury,High school degree,8,0,2,5,m,2,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1
36,Unmarried,2,48,$25 - $49,23,Standard,College degree,9,0,2,2,f,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1
42,Unmarried,22,87,$75+,43.5,Luxury,High school degree,15,0,3,4,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
29,Unmarried,6,38,$25 - $49,19,Standard,Did not complete high school,11,0,2,2,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
31,Unmarried,7,24,Under $25,11.8,Economy,Some college,0,0,1,1,f,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1
54,Married,31,25,$25 - $49,12.1,Economy,Did not complete high school,8,0,2,5,f,2,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
50,Unmarried,7,141,$75+,71.10000000000001,Luxury,Some college,22,0,3,3,m,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1
27,Unmarried,3,29,$25 - $49,14.6,Economy,High school degree,5,0,2,4,m,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
58,Married,1,123,$75+,62.3,Luxury,Did not complete high school,33,0,3,5,f,4,0,0,1,0,NA,0,1,1,1,1,0,0,0,0,1
51,Married,15,36,$25 - $49,18.6,Standard,High school degree,5,0,2,4,f,4,1,1,0,0,NA,0,1,1,1,0,0,1,1,1,1
61,Married,9,50,$50 - $74,24,Standard,College degree,21,1,3,1,m,2,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1
42,Married,8,33,$25 - $49,16.1,Standard,Did not complete high school,1,0,1,2,m,5,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1
37,Unmarried,7,96,$75+,47.8,Luxury,College degree,5,0,2,2,m,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
61,Unmarried,31,156,$75+,78,Luxury,High school degree,28,0,3,2,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
47,Unmarried,27,36,$25 - $49,17.900000000000002,Standard,Did not complete high school,16,0,3,3,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
38,Unmarried,6,34,$25 - $49,16.3,Standard,High school degree,4,0,1,2,m,4,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
40,Unmarried,15,47,$25 - $49,23.3,Standard,College degree,4,0,1,3,m,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
37,Married,11,53,$50 - $74,25.9,Standard,College degree,5,0,2,5,m,5,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1
53,Married,11,70,$50 - $74,34.7,Luxury,High school degree,1,0,1,3,f,4,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1
44,Married,5,161,$75+,80.10000000000001,Luxury,High school degree,25,0,3,2,m,4,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
44,Unmarried,1,49,$25 - $49,23.8,Standard,Post-undergraduate degree,6,0,2,5,f,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
36,Married,11,32,$25 - $49,15.2,Standard,Some college,1,0,1,3,m,4,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
31,Married,6,33,$25 - $49,16.5,Standard,High school degree,3,0,1,2,m,3,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1
64,Unmarried,24,24,Under $25,12.1,Economy,Did not complete high school,0,0,1,4,m,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
43,Married,17,159,$75+,80.7,Luxury,Some college,19,0,3,5,m,5,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1
38,Married,8,43,$25 - $49,21.1,Standard,High school degree,3,0,1,4,f,4,0,0,1,0,NA,0,0,1,1,1,0,1,0,1,1
35,Married,8,55,$50 - $74,26,Standard,College degree,5,0,2,4,m,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
64,Unmarried,27,129,$75+,64.10000000000001,Luxury,Some college,30,1,3,4,m,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
39,Unmarried,14,27,$25 - $49,13.9,Economy,High school degree,13,0,2,3,f,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
